Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione Attuale;Quotazione Iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavolo
Belahyane;Belahyane Reda;C;"M;C";2;1;Verona;destro;"Francia;Marocco";01/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.25;6.25
Dendoncker;Dendoncker Leander;C;M;2;6;Napoli;destro;Belgio;15/04/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vinagre;Vinagre Ruben;D;"Ds;E";4;4;Verona;sinistro;Portogallo;09/04/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.79;5.79
Ankeye;Ankeye David;A;Pc;1;2;Genoa;destro;Nigeria;22/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.75;5.75
Stolz;Stolz Franz;P;Por;1;1;Genoa;destro;Austria;14/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Angelino;Angelino;D;"Ds;E";9;8;Roma;sinistro;Spagna;04/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ANGELINO.png?v=56;5.94;5.88
Castro S.;Castro Santiago;A;Pc;5;4;Bologna;destro;Argentina;18/09/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;6.0;6.5
Valeri;Valeri Emanuele;D;"Ds;E";6;6;Frosinone;sinistro;Italia;07/12/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/VALERI.png?v=56;5.6;5.57
Pasalidis;PAsalidi Triantafyllos;D;Dc;2;3;Salernitana;destro;Grecia;19/07/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.5;5.36
Niang;Niang Mbayé;A;Pc;13;6;Empoli;destro;"Francia;Senegal";19/12/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NIANG.png?v=56;6.36;7.68
Vitinha O.;Vitor Manuel Carvalho Olivera;A;Pc;13;14;Genoa;destro;Portogallo;15/03/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/VITINHA-O.png?v=56;6.42;7.33
Alcaraz;Alcaraz Carlos;C;"C;T";11;14;Juventus;destro;Argentina;30/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ALCARAZ.png?v=56;5.93;6.07
Odgaard;Odgaard Jens;A;Pc;8;4;Bologna;sinistro;Danimarca;31/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/ODGAARD.png?v=56;6.22;7.0
Okereke;Okereke David;A;Pc;5;8;Torino;destro;Nigeria;29/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/OKEREKE.png?v=56;5.8;5.8
Gomis I.;Gomis Iron;C;"C;W";2;3;Salernitana;destro;"Francia;Senegal";09/11/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.7;5.7
Swiderski;Swiderski Karol;A;Pc;10;8;Verona;sinistro;Polonia;23/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/SWIDERSKI.png?v=56;6.08;6.54
Mitrovic S.;Mitrovic Stefan;C;W;6;5;Verona;destro;"Serbia;Canada";15/08/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.9;5.9
Centonze;Centonze Fabien;D;"Dd;E";4;4;Verona;destro;Francia;16/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;5.67;5.67
Kabic;Kabic Uros;A;A;1;1;Torino;sinistro;Serbia;01/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Weissman;Weissman Shon;A;Pc;5;4;Salernitana;destro;"Israele;Portogallo";14/02/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/WEISSMAN.png?v=56;5.73;6.0
Boateng J.;Boateng Jerome;D;Dc;5;7;Salernitana;destro;Germania;03/09/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/BOATENG-J.png?v=56;5.83;5.83
Manolas;Manolas Konstantinos;D;Dc;6;6;Salernitana;destro;Grecia;14/06/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/MANOLAS.png?v=56;5.81;5.
