Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione attuale;Quotazione iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavoto
Pavard;Pavard Benjamin;D;"Dd;Dc";8;14;Inter;destro;Francia;28/03/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Stanisic;Stanisic Josip;D;"Dd;Ds;Dc";12;1;Bayer Leverkusen;ambidestro;"Croazia;Germania";02/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mazraoui;Mazraoui Noussair;D;"Dd;E";6;10;Bayern Monaco;destro;Marocco:Olanda;14/11/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sarr B.;Sarr Bouna;D;"Dd;E";1;2;Bayern Monaco;destro;"Francia;Guinea";31/01/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Davies A.;Davies Alphonso;D;"Ds;E";13;9;Bayern Monaco;sinistro;"Canada;Liberia";02/11/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Guerreiro;Guerreiro Raphael;D;"Ds;E";12;23;Bayern Monaco;sinistro;"Portogallo;Francia";22/12/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kimmich;Kimmich Joshua;C;M;13;18;Bayern Monaco;destro;Germania;08/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Laimer;Laimer Konrad;C;"M;C";11;10;Bayern Monaco;destro;Austria;27/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Goretzka;Goretzka Leon;C;C;23;17;Bayern Monaco;destro;Germania;06/02/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gravenberch;Gravenberch Ryan;C;C;8;9;Liverpool;destro;"Olanda;Suriname";16/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Coman;Coman Kingsley;C;W;19;34;Bayern Monaco;destro;"Francia;Guadalupa";13/06/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Musiala;Musiala Jamal;C;T;32;33;Bayern Monaco;destro;"Inghilterra;Germania";26/02/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sane';Sanè Leroy;C;"W;T";29;28;Bayern Monaco;sinistro;"Germania;Francia";11/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tillman;Tillman Malik;C;"W;T";1;1;Bayern Monaco;destro;"Germania;Stati Uniti";28/05/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Wanner;Wanner Paul;C;"W;T";1;1;Bayern Monaco;sinistro;"Germania;Austria";23/12/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gnabry;Gnabry Serge;A;"W;A";10;21;Bayern Monaco;destro;"Germania;Costa d''Avorio";14/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Muller;Muller Thomas;A;A;20;17;Bayern Monaco;destro;Germania;13/09/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vidovic;Vidovic Gabriel;A;A;1;1;Bayern Monaco;destro;"Croazia;Germania";01/12/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Choupo-Moting;Choupo-Moting Eric Maxim;A;Pc;12;24;Bayern Monaco;destro;"Camerun;Germania";23/03/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tel;Tel Mathys;A;Pc;22;1;Bayern Monaco;destro;Francia;27/04/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kobel;Kobel Gregor;P;Por;13;10;Borussia Dortmund;destro;Svizzera;06/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lotka;Lotka Marcel;P;Por;1;1;Borussia Dortmund;destro;"Polonia;Germania";25/05/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Meyer A.;Meyer Alexander;P;Por;7;1;Borussia Dortmund;destro;Germania;13/04/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Coulibaly S.;Coulibaly Soumaila;D;Dc;1;1;Borussia Dortmund;sinistro;"Francia;Mali";14/10/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hummels;Hummels Mats;D;Dc;8;9;Borussia Dortmund;destro;Germania;16/12/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Papadopoulos A.;Papadopoulos Antonios;D;Dc;1;1;Borussia Dortmund;destro;"Germania;Grecia";10/09/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Schlotterbeck N.;Schlotterbeck Nico;D;Dc;10;16;Borussia Dortmund;sinistro;Germania;01/12/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sule;Sule Niklas;D;Dc;8;7;Borussia Dortmund;destro;Germania;03/09/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Meunier;Meunier Thomas;D;"Dd;E";3;6;Borussia Dortmund;destro;Belgio;12/09/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Morey Bauza';Morey Bauza' Mateu;D;"Dd;E";2;1;Borussia Dortmund;destro;Spagna;02/03/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Wolf M.;Wolf Marius;D;"Dd;E";5;8;Borussia Dortmund;destro;Germania;27/05/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bensebaini;Bensebaini Ramy;D;"Ds;E";2;11;Borussia Dortmund;sinistro;Algeria;16/04/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ryerson;Ryerson Julian;D;"Dd;Ds;E";17;9;Borussia Dortmund;destro;"Norvegia;Stati Uniti";17/11/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Can ;Can Emre;C;M;10;8;Borussia Dortmund;destro;Germania;12/01/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kamara A.;Kamara Abdoulaye;C;M;1;1;Borussia Dortmund;destro;"Guinea;Francia";06/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ozcan;Ozcan Salih;C;"M;C";4;5;Borussia Dortmund;destro;"Turchia;Germania";11/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nmecha F.;Nmecha Felix;C;"C;T";5;7;Borussia Dortmund;destro;"Inghilterra;Germania";10/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sabitzer;Sabitzer Marcel;C;"C;W;T";17;13;Borussia Dortmund;destro;Austria;17/03/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bynoe-Gittens;Bynoe-Gittens Jamie;C;W;14;5;Borussia Dortmund;destro;"Inghilterra;Barbados";08/08/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hazard T.;Hazard Thorgan;C;W;6;6;Borussia Dortmund;destro;Belgio;29/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Brandt;Brandt Julian;C;"W;T";27;26;Borussia Dortmund;destro;Germania;02/05/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Reus;Reus Marco;C;"W;T";23;22;Borussia Dortmund;destro;Germania;31/05/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Reyna;Reyna Giovanni;C;"W;T";8;17;Borussia Dortmund;destro;"Stati Uniti;Portogallo";13/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Adeyemi;Adeyemi Karim;A;A;13;13;Borussia Dortmund;sinistro;"Germania;Nigeria";18/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Duranville;Duranville Julien;A;A;1;1;Borussia Dortmund;destro;Belgio;05/05/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Malen;Malen Donyell;A;A;27;16;Borussia Dortmund;destro;"Olanda;Suriname";19/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Haller;Haller Sebastien;A;Pc;13;26;Borussia Dortmund;destro;"Francia;Costa d''Avorio";22/06/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Moukoko;Moukoko Youssoufa;A;Pc;12;9;Borussia Dortmund;sinistro;"Germania;Camerun";20/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Grahl;Grahl Jens;P;Por;2;1;Eintracht Francoforte;destro;Germania;22/09/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ramaj;Ramaj Diant;P;Por;1;1;Eintracht Francoforte;ambidestro;Albania;19/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Trapp;Trapp Kevin;P;Por;12;7;Eintracht Francoforte;destro;Germania;08/07/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hasebe;Hasebe Makoto;D;Dc;1;3;Eintracht Francoforte;destro;Giappone;18/01/1984 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Jakic;Jakic Kristijan;D;Dc;2;4;Eintracht Francoforte;destro;Croazia;14/05/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Koch;Koch Robin;D;Dc;6;5;Eintracht Francoforte;destro;Germania;17/07/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Onguene';Onguenè Jerome;D;Dc;3;3;Eintracht Francoforte;destro;"Camerun;Francia";22/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pacho;Pacho William;D;Dc;5;2;Eintracht Francoforte;sinistro;Ecuador;16/10/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tuta;Tuta;D;Dc;9;10;Eintracht Francoforte;destro;Brasile;04/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Smolcic;Smolcic Hrvoje;D;"Ds;Dc";3;1;Eintracht Francoforte;sinistro;Croazia;17/08/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chandler;Chandler Timothy;D;"Dd;E";2;1;Eintracht Francoforte;destro;"Stati Uniti;Germania";29/03/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lenz;Lenz Christopher;D;"Ds;E";1;3;Lipsia;sinistro;Germania;22/09/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Buta A.;Buta Aurelio;D;E;7;14;Eintracht Francoforte;destro;"Portogallo;Angola";10/02/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Max;Max Philipp;D;E;6;10;Eintracht Francoforte;sinistro;Germania;30/09/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dina Ebimbe;Dina Ebimbe Eric Junior;C;"E;W";16;9;Eintracht Francoforte;destro;"Francia;Camerun";21/11/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Knauff;Knauff Ansgar;C;"E;W";18;7;Eintracht Francoforte;destro;Germania;10/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Skhiri;Skhiri Ellyes;C;M;13;9;Eintracht Francoforte;destro;"Tunisia;Francia";10/05/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rode;Rode Sebastian;C;"M;C";1;7;Eintracht Francoforte;destro;Germania;11/10/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
