Cognome;Nome Completo;Ruolo;Ruoli Mantra;Quotazione attuale;Quotazione iniziale;Squadra;Piede;Nazionalità;Data Nascita;Foto;Media Voto;Media Fantavoto
Van De Ven;van de Ven Micky;D;"Ds;Dc";10;12;Tottenham;sinistro;Olanda;19/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Veliz;Veliz Alejo;A;Pc;1;10;Siviglia;destro;Argentina;19/09/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Gonzalez F.;Gonzalez Facundo;D;Dc;1;1;Juventus;sinistro;"Uruguay;Italia";06/06/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Collins N.;Collins Nnamdi;D;Dc;1;1;Eintracht Francoforte;destro;"Germania;Nigeria";10/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Christensen O.;Christensen Oliver;P;Por;2;1;Fiorentina;destro;Danimarca;22/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Cajuste;Cajuste Jens;C;"M;C";4;4;Napoli;destro;"Svezia;Stati Uniti";10/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Audero;Audero Emil;P;Por;3;1;Inter;destro;"Italia;Indonesia";18/01/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nzola;Nzola M'Bala;A;Pc;8;11;Fiorentina;sinistro;"Francia;Angola";18/08/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Alvarez E.;Alvarez Edson;C;M;5;8;West Ham;destro;Messico;24/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ward-Prowse;Ward-Prowse James;C;"C;T";18;25;West Ham;;Inghilterra;01/11/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Beltran L.;Beltran Lucas;A;Pc;20;12;Fiorentina;destro;"Argentina;Italia";29/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zakaria;Zakaria Denis;C;"M;C";8;9;Monaco;destro;"Svizzera;Repubblica Democratica Del Congo";20/11/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Carlos Augusto;Carlos Augusto;D;E;14;9;Inter;sinistro;Brasile;07/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Raya;Raya David;P;Por;15;3;Arsenal;destro;Spagna;15/09/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
O'Brien J.;O'Brien Jake;D;Dc;12;1;Olympique Lione;destro;Irlanda;15/05/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kovar;Kovar Matej;P;Por;1;1;Bayer Leverkusen;destro;Repubblica Ceca;17/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pagano;Pagano Riccardo;C;"C;T";2;1;Roma;destro;Italia;28/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Arnautovic;Arnautovic Marko;A;Pc;11;12;Inter;ambidestro;"Austria;Serbia";19/04/1989 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kaio Jorge;Kaio Jorge;A;Pc;1;1;Juventus;destro;Brasile;24/01/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Singo;Singo Wilfried Stephane;D;E;5;9;Monaco;destro;Costa d''Avorio;25/12/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sanchez J.;Sanchez Juanlu;D;"Dd;E";5;1;Siviglia;destro;Spagna;15/08/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lamine Yamal;Lamine Yamal;A;A;22;1;Barcellona;sinistro;"Spagna;Guinea Equatoriale";13/07/2007 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kokorin;Kokorin Aleksandr;A;Pc;1;1;Fiorentina;destro;Russia;19/03/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pierozzi;Pierozzi Niccolò;D;"Dd;Ds;E";1;1;Fiorentina;destro;Italia;12/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Yildiz;Yildiz Kenan;A;A;8;1;Juventus;ambidestro;"Turchia;Germania";04/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Huijsen;Huijsen Dean;D;Dc;5;1;Roma;ambidestro;"Olanda;Spagna";14/04/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zaniolo;Zaniolo Nicolò;C;"W;T";6;14;Aston Villa;sinistro;Italia;02/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Endo;Endo Wataru;C;"M;C";6;7;Liverpool;destro;Giappone;09/02/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lavia;Lavia Romeo;C;"M;C";1;4;Chelsea;destro;Belgio;06/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Marrero;Marrero Unai;P;Por;1;1;Real Sociedad;destro;Spagna;09/10/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pastor;Pastor Alfonso;P;Por;1;1;Siviglia;destro;Spagna;04/10/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Zakharyan;Zakharyan Arsen;C;"C;W;T";11;11;Real Sociedad;destro;Russia;26/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nyland;Nyland Orjan;P;Por;14;1;Siviglia;destro;Norvegia;10/09/1990 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Wahi;Wahi Elye;A;Pc;20;27;Lens;destro;"Francia;Costa d''Avorio";02/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bergstrom;Bergstrom Lucas;P;Por;1;1;Chelsea;destro;Finlandia;05/09/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hulsmann;Hulsmann Tom Ritzy;P;Por;1;1;Bayern Monaco;destro;Germania;11/04/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Schwolow;Schwolow Alexander;P;Por;1;1;Union Berlino;destro;Germania;02/06/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kemlein;Kemlein Aljoscha;C;"M;C";1;1;Union Berlino;destro;Germania;02/08/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Patouillet;Patouillet Mathieu;P;Por;1;1;Olympique Lione;sinistro;Francia;20/02/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Reine-Adelaide;Reine-Adelaide Jeff;C;"C;T";3;3;Olympique Lione;destro;Francia;17/01/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kadewere;Kadewere Tino;A;A;4;2;Olympique Lione;destro;Zimbabwe;05/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kurzawa;Kurzawa Layvin;D;"Ds;E";1;2;Paris Saint-Germain;sinistro;"Francia;Polonia";04/09/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sylla F.;Sylla Fodè;C;"M;C";1;1;Lens;ambidestro;"Francia;Guinea";16/04/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Doue' G.;Douè Guela;D;"Dd;Dc";4;1;Rennes;ambidestro;"Costa d''Avorio;Francia";17/10/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mughe;Mughe Francois;C;W;2;1;Olympique Marsiglia;destro;Camerun;16/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Soglo;Soglo Emran;D;"Ds;E";1;3;Olympique Marsiglia;sinistro;"Inghilterra;Francia";11/07/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mavropanos;Mavropanos Konstantinos;D;Dc;2;6;West Ham;destro;Grecia;11/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pellegrino;Pellegrino Marco;D;Dc;1;1;Milan;sinistro;"Argentina;Italia";18/07/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lukebakio;Lukebakio Dodi;A;A;13;11;Siviglia;sinistro;"Belgio;Repubblica Democratica Del Congo";24/09/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Washington;Washington Deivid;A;Pc;1;5;Chelsea;destro;Brasile;05/06/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sepe;Sepe Luigi;P;Por;1;1;Lazio;sinistro;Italia;08/05/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Astralaga;Astralaga Ander;P;Por;1;1;Barcellona;destro;Spagna;03/03/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Peretz;Peretz Daniel;P;Por;3;1;Bayern Monaco;destro;"Israele;Germania";10/07/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sanchez;Sanchez Alexis;A;A;8;10;Inter;destro;Cile;19/02/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Petrovic D.;Petrovic Djordje;P;Por;9;1;Chelsea;destro;Serbia;08/10/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Tella;Tella Nathan;A;A;19;9;Bayer Leverkusen;destro;"Inghilterra;Nigeria";05/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kudus;Kudus Mohammed;A;A;25;20;West Ham;sinistro;Ghana;02/08/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chaibi;Chaibi Fares;C;W;16;9;Eintracht Francoforte;destro;"Algeria;Francia";28/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Baleba;Baleba Carlos;C;C;3;5;Brighton;sinistro;Camerun;03/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Yildirim B.;Yildirim Bertug;A;Pc;4;4;Rennes;destro;Turchia;12/07/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Murillo M.;Murillo Michael;D;"Dd;E";8;5;Olympique Marsiglia;destro;Panama;11/02/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Balde' M.;Baldè Mama;A;A;8;10;Olympique Lione;destro;"Guinea Bissau;Portogallo";06/11/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nuamah;Nuamah Ernest;A;A;12;5;Olympique Lione;sinistro;Ghana;01/11/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Rieder;Rieder Fabian;C;"C;T";6;8;Rennes;sinistro;Svizzera;16/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Holm;Holm Emil;D;E;9;6;Atalanta;destro;Svezia;13/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fullkrug;Fullkrug Niclas;A;Pc;30;25;Borussia Dortmund;ambidestro;Germania;09/02/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bayindir;Bahyindir Altay;P;Por;1;1;Manchester United;destro;Turchia;14/04/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mandas;Mandas Christos;P;Por;11;1;Lazio;destro;Grecia;17/09/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Matheus Nunes;Matheus Nunes;C;C;5;13;Manchester City;destro;"Portogallo;Brasile";27/08/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nkounkou;Nkounkou Niels;D;"Ds;E";11;9;Eintracht Francoforte;sinistro;"Francia;Congo";01/11/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lopez M.;Lopez Maxime;C;"M;C";3;5;Fiorentina;destro;"Francia;Algeria";04/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Klaassen;Klaassen Davy;C;"C;T";4;6;Inter;destro;Olanda;21/02/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Akouokou;Akouokou Paul;C;"M;C";2;5;Olympique Lione;;Costa D''avorio;20/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Soumare';Soumarè Boubakary;C;"M;C";5;6;Siviglia;destro;"Francia;Senegal";27/02/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Meitè;Meitè Bamo;D;Dc;3;4;Olympique Marsiglia;destro;"Costa d''Avorio;Francia";03/12/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Johnson Br.;Johnson Brennan;A;A;21;10;Tottenham;destro;"Galles;Inghilterra";23/05/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Diaz M.;Diaz Mariano;A;Pc;1;10;Siviglia;destro;"Spagna;Repubblica Dominicana";01/08/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Evans;Evans Jonny;D;Dc;6;1;Manchester United;ambidestro;Inghilterra;03/01/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bonfanti;Bonfanti Giovanni;D;Dc;2;1;Atalanta;sinistro;Italia;17/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Maouassa;Maouassa Faitout;D;"Ds;E";3;8;Lens;sinistro;"Francia;Congo";06/07/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mendy N.;Mendy Nampalys;C;"M;C";6;4;Lens;destro;"Francia;Senegal";23/06/1992 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sergio Ramos;Sergio Ramos;D;Dc;9;9;Siviglia;destro;Spagna;30/03/1986 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Quansah;Quansah Jarell;D;Dc;7;1;Liverpool;destro;"Inghilterra;Scozia";29/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Comuzzo;Comuzzo Pietro;D;Dc;1;1;Fiorentina;destro;Italia;20/02/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bartesaghi;Bartesaghi Davide;D;"Ds;E";1;1;Milan;sinistro;Italia;29/12/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lopez F.;Lopez Fermin;C;"W;T";16;1;Barcellona;destro;Spagna;11/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hinshelwood;Hinshelwood Jack;C;M;3;2;Brighton;destro;Inghilterra;11/04/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nava;Nava Lapo;P;Por;1;1;Milan;destro;Italia;22/01/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kratzig;Kratzig Frans;D;"Ds;E";1;1;Bayern Monaco;sinistro;Germania;14/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Pavlovic A.;Pavlovic Aleksandar;C;"M;C";8;7;Bayern Monaco;ambidestro;"Germania;Serbia";03/05/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Altimira;Altimira Adrià;D;"Dd;E";1;1;Villarreal;destro;Spagna;28/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Ouattara K.;Ouattara Kassoum;D;"Ds;E";6;1;Monaco;sinistro;"Francia;Costa d''Avorio";14/10/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Olasagasti;Olasagasti Jon Ander;C;"M;C";2;1;Real Sociedad;sinistro;Spagna;16/08/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Miley;Miley Lewis;C;"C;T";3;3;Newcastle United;destro;Inghilterra;01/05/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Camarda;Camarda Francesco;A;Pc;1;1;Milan;ambidestro;Italia;10/03/2008 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mainoo;Mainoo Kobbie;C;"M;C";7;2;Manchester United;destro;"Inghilterra;Ghana";19/04/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Simic J.;Simic Jan-Carlo;D;Dc;1;1;Milan;ambidestro;"Serbia;Germania";02/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vitor Roque;Vitor Roque;A;A;6;7;Barcellona;sinistro;Brasile;28/02/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mazilu;Mazilu Adrian;A;A;2;2;Brighton;sinistro;Romania;13/09/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Lucas Beraldo;Lucas Beraldo;D;Dc;4;3;Paris Saint-Germain;sinistro;Brasile;24/11/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Hien;Hien Isak;D;Dc;7;4;Atalanta;destro;"Svezia;Burkina Faso";13/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Sarmiento J.;Sarmiento Jeremy;C;"W;T";5;5;Brighton;destro;"Ecuador;Inghilterra";16/06/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Beck O.;Beck Owen;D;"Ds;E";2;2;Liverpool;sinistro;Galles;09/08/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Jimenez A.;Jimenez Alex;D;"Dd;Ds;E";1;1;Milan;destro;Spagna;08/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Buchanan;Buchanan Tajon;C;E;6;4;Inter;destro;"Canada;Giamaica";08/02/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Williams R.;Williams Rhys;D;Dc;2;2;Liverpool;destro;Inghilterra;03/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Mazzocchi;Mazzocchi Pasquale;D;"Dd;Ds;E";4;4;Napoli;destro;Italia;27/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Perri;Perri Lucas;P;Por;1;1;Olympique Lione;destro;"Brasile;Italia";10/12/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Adryelson;Adryelson;D;Dc;2;5;Olympique Lione;destro;Brasile;23/03/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Kalajdzic;Kalajdzic Sasa;A;Pc;5;8;Eintracht Francoforte;destro;"Austria;Serbia";07/07/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Traore' C.;Traoré Chaka;A;A;1;1;Milan;destro;Costa D''avorio;23/12/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nonge;Nonge Joseph;C;C;1;1;Juventus;sinistro;"Belgio;Repubblica Democratica del Congo";15/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Onana J.;Onana Jean;C;"M;C";6;4;Olympique Marsiglia;destro;Camerun;08/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Terracciano F.;Terracciano Filippo;D;"Dd;E";2;3;Milan;destro;Italia;08/02/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Chavez J.;Chavez Jhoanner;D;"Ds;E";3;4;Lens;sinistro;Ecuador;25/04/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Agoume;Agoume Lucien;C;"M;C";4;2;Siviglia;destro;"Francia;Camerun";09/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Fofana M.;Fofana Malick;C;"W;A";10;6;Olympique Lione;destro;"Belgio;Guinea";31/03/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Dragusin;Dragusin Radu;D;"Dd;Dc";7;10;Tottenham;destro;Romania;03/02/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Vogt;Vogt Kevin;D;Dc;4;3;Union Berlino;destro;Germania;23/09/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bradley;Bradley Conor;D;"Dd;E";6;1;Liverpool;destro;Irlanda del Nord;09/07/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Nadir;Nadir Bilal;C;C;2;1;Olympique Marsiglia;sinistro;"Marocco;Francia";28/11/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Romero I.;Romero Isaac;A;Pc;12;3;Siviglia;sinistro;Spagna;18/05/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Faraoni;Faraoni Davide;D;"Dd;E";4;5;Fiorentina;destro;Italia;25/10/1991 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bobb;Bobb Oscar;A;A;3;6;Manchester City;sinistro;"Norvegia;Gambia";12/07/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Garcia U.;Garcia Ulisses;D;"Ds;E";8;9;Olympique Marsiglia;sinistro;"Svizzera;Capo Verde";11/01/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Traore' Hj.;Traorè Hamed;C;"W;T";5;5;Napoli;destro;Costa D''avorio;18/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Orban G.;Orban Gift;A;Pc;7;10;Olympique Lione;destro;Nigeria;17/07/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
Bedia;Bedia Chris;A;Pc;9;12;Union Berlino;sinistro;"Costa d''Avorio;Francia";05/03/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png?v=56;0.0;0.0
